,Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed
2319,2013-06-25,86.0,68.5,77.5,5,68.0,71.0,0.017499999999999998,29.17,29.855,4.85,20.0,7.75
2321,2013-06-26,80.5,67.0,74.0,2,66.0,68.0,0.835,29.08,29.755000000000003,2.4000000000000004,17.0,8.2
2323,2013-06-27,90.5,65.0,78.0,6,66.0,69.5,0.755,29.045,29.72,6.65,29.0,7.0
2325,2013-06-28,83.0,67.5,75.5,4,60.5,65.5,0.0825,28.939999999999998,29.625,9.75,30.0,10.350000000000001
2327,2013-06-29,72.0,64.0,68.0,-3,59.0,62.0,0.0025,29.0,29.655,11.85,1.5,12.15
2329,2013-06-30,76.5,63.0,70.0,-2,52.0,59.5,0.0,29.225,29.869999999999997,13.9,1.5,14.05
2331,2013-07-01,75.0,60.0,67.5,-5,50.5,58.0,0.0,29.34,30.020000000000003,13.2,3.0,12.95
2333,2013-07-02,68.0,61.0,64.5,-8,52.5,57.5,0.005,29.36,30.045,11.5,3.0,11.75
2335,2013-07-03,73.0,60.5,67.0,-6,60.0,62.0,0.045000000000000005,29.35,30.035,1.35,19.0,4.75
2337,2013-07-04,83.0,58.5,71.0,-2,60.0,64.5,0.0,29.375,30.05,5.85,19.5,6.4
2339,2013-07-05,86.5,61.5,74.0,1,60.5,66.0,0.0,29.36,30.035,4.4,19.5,5.35
2341,2013-07-06,82.5,68.0,75.5,2,64.0,68.0,0.0,29.325,30.005000000000003,4.75,19.0,5.2
2343,2013-07-07,88.5,70.0,79.5,7,66.5,71.0,0.0,29.295,29.965,7.3,21.0,7.5
2345,2013-07-08,86.5,70.5,78.5,5,70.5,73.0,0.6699999999999999,29.275,29.95,8.9,22.5,9.45
2347,2013-07-09,85.0,74.0,79.5,6,73.0,75.0,0.0075,29.225,29.91,7.9,23.0,8.3
2349,2013-07-10,86.0,66.0,76.5,3,65.0,69.5,0.0,29.23,29.884999999999998,4.85,18.5,8.15
2351,2013-07-11,80.5,63.5,72.5,0,53.0,61.5,0.0,29.39,30.055,6.4,3.0,7.45
2353,2013-07-12,82.5,59.0,71.0,-2,53.5,61.5,0.0,29.41,30.095,4.05,8.0,5.1
2355,2013-07-13,83.5,64.5,74.0,0,58.5,65.0,0.0,29.439999999999998,30.115000000000002,6.6,9.0,7.3
2357,2013-07-14,88.0,72.5,80.5,7,66.0,70.5,0.0,29.494999999999997,30.165,7.449999999999999,8.5,8.05
2359,2013-07-15,90.0,73.0,81.5,6,71.0,74.0,0.055,29.545,30.22,4.65,8.0,5.65
2361,2013-07-16,92.5,75.0,84.0,9,71.0,75.0,0.005,29.575,30.244999999999997,6.6,22.5,7.05
2363,2013-07-17,94.5,76.5,85.5,11,71.0,75.5,0.0,29.54,30.22,6.45,25.5,7.0
2365,2013-07-18,95.5,78.0,87.0,12,71.5,76.0,0.0025,29.345,30.045,8.0,23.5,8.75
2367,2013-07-19,96.5,73.0,85.0,10,69.5,75.0,0.2925,29.135,29.825,13.350000000000001,24.5,13.95
2369,2013-07-20,88.5,71.5,80.0,6,63.5,69.0,0.034999999999999996,29.200000000000003,29.855,4.3,2.0,7.35
2371,2013-07-21,88.5,70.0,79.5,4,64.0,69.0,0.005,29.21,29.884999999999998,2.8499999999999996,9.0,7.300000000000001
2373,2013-07-22,88.5,71.5,80.0,5,65.0,70.5,0.005,29.105,29.775,5.050000000000001,22.5,7.4
2375,2013-07-23,79.0,64.0,72.0,-3,59.0,64.0,0.015,29.18,29.82,8.05,1.5,11.2
2377,2013-07-24,72.5,61.0,67.0,-8,49.5,57.5,0.0,29.345,30.01,8.95,5.0,9.3
2379,2013-07-25,81.0,57.5,69.5,-5,53.0,60.5,0.0,29.36,30.05,3.4,23.0,4.5
2381,2013-07-26,72.0,63.5,68.0,-8,59.5,62.5,0.2,29.245,29.94,8.45,21.5,9.35
2383,2013-07-27,66.5,56.0,61.5,-14,50.0,55.5,0.0,29.200000000000003,29.895,9.65,30.0,10.95
2385,2013-07-28,70.0,54.5,62.5,-12,48.5,54.5,0.005,29.265,29.935000000000002,9.1,27.0,9.45
2387,2013-07-29,76.0,57.5,67.0,-7,54.0,59.0,0.0,29.439999999999998,30.105,2.15,1.5,7.35
2389,2013-07-30,74.0,59.0,67.0,-8,57.5,61.5,0.0225,29.425,30.12,4.85,16.0,5.35
2391,2013-07-31,75.0,63.0,69.5,-5,63.5,65.0,0.33999999999999997,29.295,29.994999999999997,2.35,31.0,4.300000000000001
2393,2013-08-01,81.5,61.0,71.5,-2,55.5,62.0,0.0,29.259999999999998,29.95,6.9,29.5,7.449999999999999
2395,2013-08-02,85.0,63.5,74.5,0,62.5,66.5,0.52,29.189999999999998,29.87,3.6,26.0,7.949999999999999
2397,2013-08-03,80.0,65.0,73.0,0,54.5,62.0,0.0,29.36,30.025,6.35,3.0,7.6
2399,2013-08-04,74.5,60.0,67.5,-5,55.5,61.0,0.005,29.455,30.134999999999998,6.0,6.5,7.35
2401,2013-08-05,75.5,60.5,68.5,-6,57.5,61.5,0.045000000000000005,29.259999999999998,29.98,6.949999999999999,18.5,7.75
2403,2013-08-06,84.0,67.5,76.0,2,66.5,69.5,0.02,29.17,29.855,7.949999999999999,21.0,8.7
2405,2013-08-07,90.0,68.5,79.5,5,67.5,71.0,0.0075,29.17,29.825,3.2,30.0,10.2
2407,2013-08-08,78.5,67.0,73.0,-1,55.5,62.0,0.0,29.295,29.97,9.55,5.0,10.05
2409,2013-08-09,83.0,60.5,72.0,-2,59.0,65.0,0.0025,29.310000000000002,29.975,4.800000000000001,27.0,5.449999999999999
2411,2013-08-10,81.0,66.0,74.0,0,56.0,63.0,0.0,,30.075,5.65,5.5,6.95
2413,2013-08-11,82.5,61.5,72.5,-2,59.0,64.0,0.0075,29.385,30.064999999999998,3.0,25.5,4.2
2415,2013-08-12,83.5,68.0,76.0,2,64.0,68.0,0.465,29.240000000000002,29.925,4.0,26.5,7.6
2417,2013-08-13,70.5,60.0,65.5,-9,51.0,57.5,0.0,29.395000000000003,30.064999999999998,9.95,2.5,10.75
2419,2013-08-14,71.5,57.0,64.5,-8,49.5,56.0,0.0,29.48,30.16,3.45,3.5,7.05
2421,2013-08-15,74.5,56.0,65.5,-7,51.5,58.0,0.0,29.435,30.13,4.35,23.0,4.95
2423,2013-08-16,82.0,56.5,69.5,-3,51.5,60.0,0.0,29.47,30.145,3.9,5.5,5.5
2425,2013-08-17,80.0,58.5,69.5,-3,55.5,62.0,0.0,29.5,30.185000000000002,5.85,7.5,6.35
2427,2013-08-18,81.0,60.5,71.0,-2,57.0,63.5,0.0,29.445,30.134999999999998,3.95,8.0,4.8
2429,2013-08-19,85.5,60.0,73.0,0,59.0,65.0,0.0,29.375,30.064999999999998,4.449999999999999,25.0,4.949999999999999
2431,2013-08-20,88.0,67.0,77.5,6,61.5,67.5,0.0,29.375,30.055,7.35,21.5,7.75
2433,2013-08-21,90.5,69.0,80.0,8,64.5,70.0,0.030000000000000002,29.335,30.02,8.8,22.5,9.15
2435,2013-08-22,78.0,67.5,73.0,2,66.5,68.5,0.295,29.39,30.05,2.0,23.5,7.0
2437,2013-08-23,81.5,63.0,72.5,1,55.0,63.0,0.0,29.46,30.134999999999998,6.65,6.0,7.4
2439,2013-08-24,86.0,62.0,74.0,2,57.5,64.5,0.0,29.52,30.2,4.949999999999999,16.5,6.0
2441,2013-08-25,89.0,66.5,78.0,7,61.0,67.5,0.0,29.490000000000002,30.175,9.399999999999999,21.5,9.85
2443,2013-08-26,92.0,70.0,81.0,11,67.0,71.5,0.0,29.375,30.06,9.1,23.5,9.45
2445,2013-08-27,96.0,77.0,87.0,17,69.0,74.5,0.0,29.21,29.895,12.1,24.0,12.35
2447,2013-08-28,83.0,71.0,77.0,7,68.0,71.5,0.0,29.29,29.945,6.35,19.5,9.0
2449,2013-08-29,88.0,67.5,78.0,8,64.5,69.0,0.0,29.325,30.005000000000003,4.05,10.0,4.65
2451,2013-08-30,96.0,68.0,82.5,12,67.5,71.5,0.415,29.17,29.855,4.85,25.0,8.05
2453,2013-08-31,77.5,70.5,74.5,6,66.5,68.5,0.515,29.130000000000003,29.814999999999998,5.949999999999999,4.5,7.1
2455,2013-09-01,84.5,66.5,75.5,7,66.5,69.5,0.08,29.08,29.755000000000003,4.05,28.0,5.5
2457,2013-09-02,78.0,61.0,70.0,2,60.5,64.0,0.0,29.240000000000002,29.895,7.8,2.0,8.95
2459,2013-09-03,76.5,57.5,67.0,-1,54.0,59.5,0.0,29.355,30.02,2.75,32.0,5.199999999999999
2461,2013-09-04,84.0,59.0,72.0,4,56.0,62.5,0.0,29.405,30.08,6.300000000000001,25.5,6.9
2463,2013-09-05,74.0,62.0,68.5,0,53.5,60.0,0.0025,29.52,30.195,9.1,5.5,9.55
2465,2013-09-06,85.5,59.5,73.0,5,56.5,63.5,0.0,29.41,30.11,4.5,18.5,6.0
2467,2013-09-07,87.5,66.5,77.5,10,61.5,67.5,0.005,29.245,29.94,5.75,23.0,7.300000000000001
2469,2013-09-08,77.5,71.0,74.5,8,65.5,68.5,0.0,29.295,29.97,10.3,7.0,11.95
2471,2013-09-09,94.0,68.5,81.5,15,69.0,73.5,0.0,29.185,29.86,8.75,20.0,9.649999999999999
2473,2013-09-10,95.5,77.5,86.5,20,63.5,71.0,0.0,29.285,29.945,12.149999999999999,24.0,12.5
2475,2013-09-11,91.5,75.0,83.5,18,66.0,71.0,0.005,29.310000000000002,29.975,4.65,26.0,7.2
2477,2013-09-12,82.5,62.5,72.5,7,58.5,64.0,0.0325,29.310000000000002,29.975,6.9,34.5,9.600000000000001
2479,2013-09-13,67.0,53.0,60.5,-5,45.0,52.5,0.0025,29.439999999999998,30.125,11.75,1.0,12.5
2481,2013-09-14,72.0,49.0,61.0,-4,42.0,52.0,0.0,29.4,30.105,5.0,20.0,6.1
2483,2013-09-15,62.0,57.0,59.5,-5,51.5,55.0,0.445,29.375,30.06,0.75,10.5,5.25
2485,2013-09-16,64.0,53.0,59.0,-6,47.0,52.5,0.0025,29.619999999999997,30.295,10.55,3.0,11.8
2487,2013-09-17,70.5,51.0,61.0,-4,50.0,55.5,0.0025,29.52,30.23,7.1,12.5,7.8999999999999995
2489,2013-09-18,81.5,61.0,71.5,7,59.0,63.0,0.53,29.305,30.015,7.699999999999999,17.5,9.05
2491,2013-09-19,84.0,69.5,77.0,14,67.0,69.5,0.4225,29.175,29.87,8.05,16.0,10.3
2493,2013-09-20,76.5,58.5,67.5,5,59.5,63.0,0.0125,29.115,29.8,10.2,26.0,11.1
2495,2013-09-21,67.0,51.5,59.5,-2,47.0,53.0,0.0,29.200000000000003,29.87,9.3,33.0,9.75
2497,2013-09-22,67.0,49.0,58.0,-4,46.0,51.5,0.0,29.33,30.01,5.5,4.5,7.15
2499,2013-09-23,67.0,48.0,58.0,-4,46.5,52.5,0.0,29.375,30.06,5.85,10.5,6.85
2501,2013-09-24,80.5,50.5,60.0,-1,48.5,54.0,0.0,29.295,30.0,6.0,9.5,7.85
2503,2013-09-25,70.5,53.5,62.5,0,51.5,56.0,0.0,29.259999999999998,29.95,5.35,5.5,6.15
2505,2013-09-26,75.0,52.5,64.0,3,52.0,58.0,0.0,29.369999999999997,30.04,3.9499999999999997,8.5,4.4
2507,2013-09-27,80.5,54.5,68.0,7,49.5,57.0,0.0,29.41,30.09,6.8,12.5,7.35
2509,2013-09-28,84.5,56.5,71.0,11,55.0,61.5,0.11,29.275,29.98,10.55,18.5,12.0
2511,2013-09-29,76.0,52.0,60.0,1,48.5,54.0,0.2,29.325,30.01,6.15,36.0,7.699999999999999
2513,2013-09-30,75.0,48.5,62.0,2,48.0,55.0,0.0,29.245,29.93,5.0,19.0,5.550000000000001
2515,2013-10-01,79.0,62.0,71.0,13,61.5,64.5,0.0,29.245,29.92,12.2,21.5,11.85
2517,2013-10-02,76.5,63.0,70.0,11,50.0,59.0,0.0,29.34,30.02,4.95,7.0,6.85
2519,2013-10-03,78.0,62.0,70.0,12,65.0,67.0,0.46,29.225,29.91,7.25,19.0,7.800000000000001
2521,2013-10-04,75.0,65.5,70.5,13,64.5,66.0,0.0025,29.259999999999998,29.94,2.3,14.0,6.1
2523,2013-10-05,80.5,63.0,72.0,14,66.0,68.0,0.75,29.145,29.835,5.95,19.0,7.25
2525,2013-10-06,70.0,46.5,55.0,-1,44.0,49.5,0.075,29.060000000000002,29.755000000000003,9.399999999999999,25.0,10.05
2527,2013-10-07,67.5,45.0,56.5,1,44.5,50.0,0.0025,29.265,29.93,6.199999999999999,27.0,9.05
2529,2013-10-08,75.5,46.0,61.0,3,47.0,53.0,0.0,29.455,30.13,4.35,17.5,5.3
2531,2013-10-09,70.5,50.0,60.5,5,47.0,53.0,0.0,29.485,30.18,3.5,11.5,4.75
2533,2013-10-10,74.5,48.5,61.5,5,49.5,55.0,0.0,29.405,30.11,2.95,12.5,3.8499999999999996
2535,2013-10-11,76.5,53.5,65.5,10,49.5,56.0,0.0,29.32,30.02,6.699999999999999,14.0,7.300000000000001
2537,2013-10-12,73.0,49.5,61.5,6,53.0,57.0,0.065,29.355,30.02,5.85,21.0,8.0
2539,2013-10-13,64.5,45.0,55.0,1,40.5,48.0,0.0,29.65,30.325,4.2,33.0,5.8
2541,2013-10-14,62.0,43.5,53.0,-1,43.5,49.0,0.0,29.560000000000002,30.29,6.9,8.0,8.4
2543,2013-10-15,64.5,50.0,57.5,4,50.5,54.0,0.08,29.18,29.915,7.25,19.0,10.149999999999999
2545,2013-10-16,54.0,47.0,51.0,-1,44.0,47.5,0.005,29.195,29.9,10.5,25.0,10.75
2547,2013-10-17,53.5,42.0,48.0,-5,43.5,46.5,0.22999999999999998,29.16,29.869999999999997,6.6,25.0,7.4
2549,2013-10-18,50.0,40.5,45.5,-6,39.5,43.0,0.0,29.22,29.92,8.100000000000001,25.5,8.649999999999999
2551,2013-10-19,54.0,42.5,48.5,-3,36.5,42.5,0.01,29.135,29.84,9.5,24.5,9.8
2553,2013-10-20,63.0,38.5,51.0,-1,41.5,46.5,0.015,29.11,29.810000000000002,6.3,20.5,7.25
2555,2013-10-21,55.0,34.5,45.0,-6,31.5,39.0,0.017499999999999998,29.225,29.91,10.55,27.0,11.15
2557,2013-10-22,41.5,30.0,36.0,-14,31.0,34.5,0.017499999999999998,29.245,29.96,5.0,26.0,5.75
2559,2013-10-23,46.0,32.0,39.0,-10,27.0,34.0,0.005,29.28,29.990000000000002,9.2,29.5,9.6
2561,2013-10-24,44.0,32.5,38.5,-11,25.0,33.5,0.0025,29.485,30.18,9.75,30.0,10.4
2563,2013-10-25,51.0,29.0,40.0,-8,26.0,35.5,0.0,29.52,30.259999999999998,10.600000000000001,23.5,11.5
2565,2013-10-26,55.0,37.5,46.5,-2,29.0,39.0,0.0,29.259999999999998,29.97,10.7,26.5,13.8
2567,2013-10-27,54.5,30.5,43.0,-6,29.0,37.5,0.0,29.325000000000003,30.035,6.35,23.0,6.65
2569,2013-10-28,53.5,35.5,44.5,-3,37.5,41.5,0.0,29.57,30.26,8.9,4.0,9.850000000000001
2571,2013-10-29,57.0,42.5,50.0,3,39.5,45.0,0.005,29.53,30.255000000000003,6.0,10.5,7.05
2573,2013-10-30,63.5,45.0,54.5,7,52.0,53.0,0.855,29.255,30.005000000000003,5.949999999999999,14.5,6.85
2575,2013-10-31,64.5,46.5,55.5,9,56.0,57.0,1.535,28.73,29.46,9.45,23.5,11.45
2577,2014-05-01,49.5,42.5,46.5,-7,40.0,43.0,0.09,29.060000000000002,29.75,13.8,24.0,13.7
2579,2014-05-02,66.5,46.5,50.0,-4,41.0,46.0,0.0225,29.065,29.78,10.45,23.5,11.7
2581,2014-05-03,67.5,47.5,58.0,3,38.0,48.5,0.0,29.1,29.77,13.55,28.0,14.399999999999999
2583,2014-05-04,59.5,45.5,52.5,-3,30.0,42.0,0.0,29.34,30.01,5.199999999999999,3.5,10.55
2585,2014-05-05,57.0,44.0,50.5,-6,35.0,43.0,0.030000000000000002,29.285,29.98,12.55,5.0,13.45
2587,2014-05-06,63.0,43.0,53.0,-3,36.0,46.0,0.0,29.235,29.945,12.75,7.0,13.7
2589,2014-05-07,79.0,50.0,64.5,8,44.5,52.5,0.005,29.125,29.814999999999998,6.9,9.0,9.100000000000001
2591,2014-05-08,91.0,59.5,75.5,14,56.5,64.5,0.05,29.115,29.795,13.75,20.5,14.25
2593,2014-05-09,74.5,55.5,65.5,8,54.0,59.5,1.23,29.065,29.735,12.8,23.5,15.65
2595,2014-05-10,77.0,49.5,63.5,6,43.0,53.0,0.0,29.225,29.905,3.0,22.5,6.85
2597,2014-05-11,83.0,57.5,70.5,10,54.0,60.0,0.265,29.225,29.905,7.699999999999999,16.5,9.5
2599,2014-05-12,85.0,64.5,75.0,17,65.5,68.5,1.0599999999999998,29.165,29.845,8.85,19.0,12.25
2601,2014-05-13,68.5,53.0,61.0,2,54.0,57.0,0.13,29.32,29.975,8.8,25.5,11.55
2603,2014-05-14,56.5,44.0,50.5,-8,40.0,47.0,0.04,29.384999999999998,30.085,11.15,1.5,12.25
2605,2014-05-15,56.0,41.0,49.0,-10,36.5,42.0,0.225,29.29,30.0,9.75,1.0,13.6
2607,2014-05-16,45.5,39.0,42.5,-17,35.5,39.0,0.09,29.36,30.055,5.75,5.5,8.55
2609,2014-05-17,60.5,40.0,50.5,-9,33.5,43.0,0.0,29.435,30.130000000000003,7.65,25.0,8.35
2611,2014-05-18,69.5,47.5,58.5,-2,37.5,48.5,0.0,29.505,30.195,9.15,21.5,9.85
2613,2014-05-19,70.0,49.0,59.5,-3,40.0,51.0,0.005,29.375,30.1,12.0,16.0,12.65
2615,2014-05-20,86.0,62.5,74.5,13,59.0,64.0,0.73,29.155,29.855,10.2,20.0,11.5
2617,2014-05-21,87.5,65.5,77.0,14,56.5,64.5,0.01,29.185000000000002,29.85,4.6,30.5,7.7
2619,2014-05-22,69.5,53.5,62.0,1,48.5,55.0,0.0,29.39,30.055,4.7,5.0,7.15
2621,2014-05-23,68.5,49.5,59.5,-2,44.5,51.5,0.0,29.494999999999997,30.175,5.65,5.0,6.25
2623,2014-05-24,74.0,48.5,61.5,-1,43.5,52.5,0.0,29.47,30.175,3.55,6.5,4.9
2625,2014-05-25,84.0,52.0,68.5,5,47.5,57.0,0.0,29.380000000000003,30.08,2.0,15.0,4.75
2627,2014-05-26,88.5,64.0,76.5,12,60.5,66.0,0.04,29.28,29.975,6.1,21.0,7.6
2629,2014-05-27,85.0,59.5,72.5,10,63.0,66.5,0.355,29.235,29.905,5.3,24.5,9.85
2631,2014-05-28,72.0,57.0,65.0,1,51.5,57.0,0.35500000000000004,29.32,29.994999999999997,8.7,4.0,9.2
2633,2014-05-29,76.5,55.5,66.0,1,53.0,58.0,0.0,29.4,30.08,8.600000000000001,4.5,9.35
2635,2014-05-30,79.0,55.0,67.0,2,51.0,58.0,0.0,29.465,30.14,6.6,6.5,7.5
2637,2014-05-31,88.5,57.0,73.0,7,51.5,60.5,0.0,29.42,30.11,5.449999999999999,11.5,7.7
2639,2014-06-01,91.0,66.0,79.0,13,59.5,67.0,0.005,29.275,29.955,12.45,18.0,12.55
2641,2014-06-02,84.0,68.5,76.5,12,63.5,68.5,0.17,29.145,29.825,13.3,22.0,14.8
2643,2014-06-03,81.5,68.0,75.0,10,51.5,61.0,0.0,29.21,29.884999999999998,5.45,28.5,10.15
2645,2014-06-04,71.0,56.5,64.0,-1,54.5,58.0,0.155,29.155,29.845,8.15,6.0,10.100000000000001
2647,2014-06-05,75.5,54.0,65.0,-1,43.0,54.0,0.0,29.259999999999998,29.945,5.75,6.0,6.9
2649,2014-06-06,81.5,51.5,66.5,-1,41.0,54.5,0.0,29.29,29.975,4.35,10.0,5.25
2651,2014-06-07,84.5,59.5,72.5,5,50.5,59.5,0.1,29.205,29.9,3.75,9.5,7.4
2653,2014-06-08,71.0,54.5,63.0,-3,46.0,54.0,0.22,29.305,29.975,14.65,1.5,14.899999999999999
2655,2014-06-09,78.5,55.5,67.5,1,50.0,56.5,0.0,29.265,29.950000000000003,7.0,4.0,8.25
2657,2014-06-10,68.0,57.5,63.0,-6,53.5,57.0,0.855,29.145000000000003,29.86,9.15,3.0,9.7
2659,2014-06-11,68.0,59.5,64.0,-5,57.5,60.0,0.275,29.025,29.705,4.300000000000001,35.0,6.6
2661,2014-06-12,80.5,60.5,71.0,1,57.5,63.0,0.0075,29.104999999999997,29.775,8.75,26.5,9.9
2663,2014-06-13,75.0,56.0,65.5,-3,43.0,53.5,0.0,29.29,29.955,4.9,32.5,8.65
2665,2014-06-14,79.5,54.5,67.5,-2,43.0,55.5,0.0,29.34,30.025,7.65,17.0,8.45
2667,2014-06-15,85.0,62.0,73.5,4,56.5,64.0,0.0025,29.205,29.89,13.850000000000001,19.0,15.1
2669,2014-06-16,89.0,68.0,79.0,9,62.5,68.5,0.0,29.275,29.965,7.25,21.0,8.75
2671,2014-06-17,92.0,78.0,85.0,15,66.0,72.0,0.0025,29.185,29.855,10.3,21.5,13.25
2673,2014-06-18,83.5,62.0,73.0,2,65.0,68.0,0.7250000000000001,29.265,29.925,2.65,23.0,10.399999999999999
2675,2014-06-19,80.5,59.5,70.0,-1,63.5,66.0,0.355,29.36,30.035,5.7,6.5,7.8999999999999995
2677,2014-06-20,85.5,64.5,75.0,4,65.0,68.5,0.02,29.255000000000003,29.935000000000002,2.6,29.5,8.65
2679,2014-06-21,84.5,61.5,73.0,2,63.5,66.0,1.005,29.235,29.915,1.4,17.0,6.9
2681,2014-06-22,82.0,64.5,73.5,3,62.5,65.5,0.0,29.195,29.875,4.6,7.5,5.35
2683,2014-06-23,82.5,67.5,75.5,4,67.0,69.5,0.10500000000000001,29.145,29.825,2.4,22.0,5.5
2685,2014-06-24,86.0,70.0,78.5,8,67.5,70.5,0.7799999999999999,29.18,29.84,0.8500000000000001,25.5,5.2
2687,2014-06-25,79.5,60.5,70.5,-1,60.5,63.0,0.0125,29.310000000000002,29.97,6.05,4.0,6.75
2689,2014-06-26,77.5,59.5,69.0,-2,58.5,62.0,0.0,29.36,30.035,5.85,5.5,6.949999999999999
2691,2014-06-27,89.5,60.5,75.5,3,63.5,68.5,0.0025,29.310000000000002,29.990000000000002,7.550000000000001,16.0,9.4
2693,2014-06-28,87.5,73.0,80.5,8,68.5,71.5,0.08,29.27,29.955,11.45,17.5,11.899999999999999
2695,2014-06-29,86.5,70.0,78.5,6,68.5,72.0,0.05500000000000001,29.23,29.895,12.350000000000001,21.0,13.05
2697,2014-06-30,87.5,67.5,77.5,5,69.0,71.5,2.33,29.075000000000003,29.759999999999998,7.65,19.5,12.649999999999999
2699,2014-07-01,82.0,67.5,75.0,2,62.0,66.5,0.0225,29.049999999999997,29.715,13.600000000000001,24.0,13.5
2701,2014-07-02,72.0,57.0,64.5,-9,54.5,58.5,0.12,29.255000000000003,29.91,5.8,30.0,9.649999999999999
2703,2014-07-03,75.5,56.5,66.0,-6,49.5,57.0,0.060000000000000005,29.439999999999998,30.105,2.0,15.5,6.9
2705,2014-07-04,79.0,59.0,69.5,-3,49.0,58.0,0.0,29.57,30.255000000000003,2.8499999999999996,6.0,7.15
2707,2014-07-05,78.0,61.5,70.0,-3,54.5,61.0,0.0075,29.439999999999998,30.155,8.6,21.0,8.95
2709,2014-07-06,88.0,64.5,76.5,3,64.5,69.0,0.0,29.135,29.845,12.15,22.0,12.600000000000001
2711,2014-07-07,88.5,71.5,80.5,8,64.5,70.0,0.5549999999999999,29.025,29.71,8.0,27.0,9.45
2713,2014-07-08,82.5,68.0,75.5,1,60.5,66.5,0.51,29.04,29.695,11.2,27.5,12.5
2715,2014-07-09,80.5,63.0,72.0,-2,56.0,62.5,0.0,29.28,29.92,4.9,16.5,7.25
2717,2014-07-10,78.5,61.5,70.5,-3,54.5,61.0,0.0,29.455,30.119999999999997,4.3,9.5,4.9
2719,2014-07-11,82.0,61.5,72.0,-2,54.0,62.0,0.0075,29.450000000000003,30.134999999999998,5.3,17.5,5.95
2721,2014-07-12,80.5,70.0,75.5,2,67.5,70.5,1.8900000000000001,29.265,29.965,8.85,20.5,10.55
2723,2014-07-13,85.5,69.5,78.0,4,63.0,68.0,0.025,29.21,29.89,9.0,27.5,9.85
2725,2014-07-14,80.5,62.5,72.0,-2,55.5,62.0,0.28500000000000003,29.14,29.82,6.6,30.5,7.75
2727,2014-07-15,70.5,56.0,63.5,-11,51.5,57.0,0.05,29.235,29.91,10.0,29.5,10.45
2729,2014-07-16,72.5,55.5,64.5,-10,48.5,56.0,0.0,29.325,30.0,3.25,2.0,7.25
2731,2014-07-17,78.0,56.0,67.0,-8,51.5,58.5,0.0,29.4,30.075,2.75,13.5,5.3
2733,2014-07-18,80.0,61.5,71.0,-5,54.0,61.0,0.0,29.425,30.11,5.300000000000001,15.0,6.550000000000001
2735,2014-07-19,80.0,59.5,70.0,-5,54.0,61.5,0.0,29.36,30.045,3.7,10.0,4.449999999999999
2737,2014-07-20,83.0,63.0,73.0,-3,57.5,64.0,0.0,29.34,30.020000000000003,3.9,22.5,4.45
2739,2014-07-21,86.5,65.5,76.5,1,62.0,67.5,0.0,29.375,30.045,7.25,19.5,7.6
2741,2014-07-22,90.5,70.5,81.0,6,68.5,72.5,0.1,29.305,29.965,8.95,21.5,12.4
2743,2014-07-23,75.5,61.5,68.5,-7,53.5,59.5,0.0,29.439999999999998,30.12,16.049999999999997,2.0,16.4
2745,2014-07-24,75.0,58.5,67.0,-8,49.5,57.5,0.0,29.415,30.105,5.6,4.5,8.5
2747,2014-07-25,76.0,57.5,67.0,-9,55.5,61.0,0.005,29.275,29.975,8.55,21.0,9.149999999999999
2749,2014-07-26,84.5,69.0,77.0,2,65.0,68.5,0.0,29.130000000000003,29.82,5.45,23.5,6.8
2751,2014-07-27,88.0,65.5,77.0,2,60.5,67.0,0.03,29.104999999999997,29.759999999999998,11.8,30.0,14.6
2753,2014-07-28,73.0,60.5,67.0,-8,49.0,57.0,0.0,29.354999999999997,30.020000000000003,9.6,36.0,11.649999999999999
2755,2014-07-29,81.0,59.0,70.5,-4,54.0,61.0,0.005,29.310000000000002,29.994999999999997,6.6,29.5,8.8
2757,2014-07-30,79.5,60.0,70.0,-5,56.0,61.0,0.0,29.325,30.005000000000003,1.6500000000000001,19.5,6.2
2759,2014-07-31,84.5,61.0,73.0,-2,57.0,63.5,0.0,29.33,30.005000000000003,7.8,25.5,8.45
2761,2014-08-01,84.0,64.5,74.5,1,58.0,64.0,0.18,29.375,30.055,3.95,22.5,7.1
2763,2014-08-02,85.0,61.0,73.5,0,54.5,62.0,0.0,29.43,30.105,2.1,4.5,4.4
2765,2014-08-03,87.0,64.0,76.0,2,60.0,66.0,0.0,29.41,30.085,3.55,23.0,6.7
2767,2014-08-04,87.5,67.5,77.5,4,62.0,67.0,2.29,29.365000000000002,30.049999999999997,1.8499999999999999,31.5,8.2
2769,2014-08-05,80.0,66.0,73.0,-1,64.0,67.0,0.037500000000000006,29.34,30.020000000000003,3.55,3.5,5.75
2771,2014-08-06,80.5,63.5,72.0,-2,55.5,62.5,0.0,29.365000000000002,30.04,4.949999999999999,3.0,6.3
2773,2014-08-07,81.0,65.0,73.0,-2,58.5,64.5,0.0,29.369999999999997,30.049999999999997,8.5,8.5,9.15
2775,2014-08-08,82.0,68.0,75.0,1,58.5,65.0,0.0,29.365000000000002,30.04,10.399999999999999,7.0,10.899999999999999
2777,2014-08-09,80.0,67.0,73.5,0,58.0,64.0,0.0,29.365000000000002,30.055,9.149999999999999,6.0,9.8
2779,2014-08-10,81.5,70.0,76.0,2,60.5,66.0,0.0,29.305,29.990000000000002,7.45,4.0,8.5
